0.125 1e-06 0 1e-06 1e-06 0 0 0 0
0.125 1.25892541179e-06 0 1.25892541179e-06 1.25892541179e-06 0 0 0 0
0.125 1.58489319246e-06 0 1.58489319246e-06 1.58489319246e-06 0 0 0 0
0.125 1.99526231497e-06 0 1.99526231497e-06 1.99526231497e-06 0 0 0 0
0.125 2.51188643151e-06 0 2.51188643151e-06 2.51188643151e-06 0 0 0 0
0.125 3.16227766017e-06 0 3.16227766017e-06 3.16227766017e-06 0 0 0 0
0.125 3.98107170553e-06 0 3.98107170553e-06 3.98107170553e-06 0 0 0 0
0.125 5.01187233627e-06 0 5.01187233627e-06 5.01187233627e-06 0 0 0 0
0.125 6.3095734448e-06 0 6.3095734448e-06 6.3095734448e-06 0 0 0 0
0.125 7.94328234724e-06 0 7.94328234724e-06 7.94328234724e-06 0 0 0 0
0.125 1e-05 0 1e-05 1e-05 0 0 0 0
0.125 1.25892541179e-05 0 1.25892541179e-05 1.25892541179e-05 0 0 0 0
0.125 1.58489319246e-05 0 1.58489319246e-05 1.58489319246e-05 0 0 0 0
0.125 1.99526231497e-05 0 1.99526231497e-05 1.99526231497e-05 0 0 0 0
0.125 2.51188643151e-05 0 2.51188643151e-05 2.51188643151e-05 0 0 0 0
0.125 3.16227766017e-05 0 3.16227766017e-05 3.16227766017e-05 0 0 0 0
0.125 3.98107170553e-05 0 3.98107170553e-05 3.98107170553e-05 0 0 0 0
0.125 5.01187233627e-05 0 5.01187233627e-05 5.01187233627e-05 0 0 0 0
0.125 6.3095734448e-05 0 6.3095734448e-05 6.3095734448e-05 0 0 0 0
0.125 7.94328234724e-05 0 7.94328234724e-05 7.94328234724e-05 0 0 0 0
0.125 0.0001 0 0.0001 0.0001 0 0 0 0
0.125 0.000125892541179 0 0.000125892541179 0.000125892541179 0 0 0 0
0.125 0.000158489319246 0 0.000158489319246 0.000158489319246 0 0 0 0
0.125 0.000199526231497 0 0.000199526231497 0.000199526231497 0 0 0 0
0.125 0.000251188643151 0 0.000251188643151 0.000251188643151 0 0 0 0
0.125 0.000316227766017 0 0.000316227766017 0.000316227766017 0 0 0 0
0.125 0.000398107170553 0 0.000398107170553 0.000398107170553 0 0 0 0
0.125 0.000501187233627 0 0.000501187233627 0.000501187233627 0 0 0 0
0.125 0.00063095734448 0 0.00063095734448 0.00063095734448 0 0 0 0
0.125 0.000794328234724 0 0.000794328234724 0.000794328234724 0 0 0 0
0.125 0.001 0 0.001 0.001 0 0 0 0
0.125 0.00125892541179 0 0.00125892541179 0.00125892541179 0 0 0 0
0.125 0.00158489319246 0 0.00158489319246 0.00158489319246 0 0 0 0
0.125 0.00199526231497 0 0.00199526231497 0.00199526231497 0 0 0 0
0.125 0.00251188643151 0 0.00251188643151 0.00251188643151 0 0 0 0
0.125 0.00316227766017 0 0.00316227766017 0.00316227766017 0 0 0 0
0.125 0.00398107170553 0 0.00398107170553 0.00398107170553 0 0 0 0
0.125 0.00501187233627 0 0.00501187233627 0.00501187233627 0 0 0 0
0.125 0.0063095734448 0 0.0063095734448 0.0063095734448 0 0 0 0
0.125 0.00794328234724 0 0.00794328234724 0.00794328234724 0 0 0 0
0.125 0.01 0 0.01 0.01 0 0 0 0
0.125 0.0125892541179 0 0.0125892541179 0.0125892541179 0 0 0 0
0.125 0.0158489319246 0 0.0158489319246 0.0158489319246 0 0 0 0
0.125 0.0199526231497 0 0.0199526231497 0.0199526231497 0 0 0 0
0.125 0.0251188643151 0 0.0251188643151 0.0251188643151 0 0 0 0
0.125 0.0316227766017 0 0.0316227766017 0.0316227766017 0 0 0 0
0.125 0.0398107170553 0 0.0398107170553 0.0398107170553 0 0 0 0
0.125 0.0501187233627 0 0.0501187233627 0.0501187233627 0 0 0 0
0.125 0.063095734448 0 0.063095734448 0.063095734448 0 0 0 0
0.125 0.0794328234724 0 0.0794328234724 0.0794328234724 0 0 0 0
